# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Mon Jun  5 15:30:26 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  where (pl_hostname like '%Kepler%',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_masse > 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_rade > 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_discmethod:  Discovery Method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_dens:        Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denslim:     Planet Density Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_ttvflag:     TTV Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_kepflag:     Kepler Field Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_k2flag:      K2 Mission Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefflim:     Effective Temperature Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teffblend:   Effective Temperature Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_massblend:   Stellar Mass Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radlim:      Stellar Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radblend:    Stellar Radius Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN rowupdate:      Date of Last Update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masse:       Planet Mass [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masselim:    Planet Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radelim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_def_reflink: Default Reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_def_reflink
3051,Kepler-87,c,Transit,2,191.2318,0.0015,-0.0015,0,0.152,0.019,-0.019,0,0,1,0,5600,50,-50,0,0,1.1,0.05,-0.05,0,0,1.82,0.04,-0.04,0,0,5/14/14,6.4,0.8,-0.8,0,6.14,0.29,-0.29,0,<a href=http://adsabs.harvard.edu/abs/2014A%26A...561A.103O target=ref> Ofir et al. 2014 </a>
2651,Kepler-56,b,Transit,3,10.5016,0.0011,-0.001,0,0.442,0.08,-0.072,0,1,1,0,4840,97,-97,0,0,1.32,0.13,-0.13,0,0,4.23,0.15,-0.15,0,0,5/14/14,22.1,3.9,-3.6,0,6.51,0.29,-0.28,0,<a href=http://adsabs.harvard.edu/abs/2013Sci...342..331H target=ref> Huber et al. 2013 </a>
1808,Kepler-18,d,Transit,3,14.85888,0.00004,-0.00004,0,0.27,0.03,-0.03,0,1,1,0,5345,100,-100,0,0,0.97,0.04,-0.04,0,0,1.11,0.05,-0.05,0,0,5/14/14,16.4,1.4,-1.4,0,6.98,0.33,-0.33,0,<a href=http://adsabs.harvard.edu/abs/2011ApJS..197....7C target=ref> Cochran et al. 2011 </a>
2578,Kepler-51,b,Transit,3,45.154,0.0002,-0.0002,0,0.03,0.02,-0.01,0,1,1,0,6018,107,-107,0,0,1.04,0.12,-0.12,0,0,0.94,0.5,-0.5,0,0,5/14/14,2.1,1.5,-0.8,0,7.1,0.3,-0.3,0,<a href=http://adsabs.harvard.edu/abs/2014ApJ...783...53M target=ref> Masuda 2014 </a>
2941,Kepler-79,d,Transit,4,52.0902,0.0009,-0.001,0,0.09,0.03,-0.02,0,1,1,0,6174,83,-117,0,0,1.17,0.04,-0.04,0,0,1.3,0.03,-0.03,0,0,3/10/16,6,2.1,-1.6,0,7.16,0.13,-0.16,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...785...15J target=ref>Jontof-Hutter et al. 2014</a>
1138,Kepler-117,b,Transit,2,18.7959228,0.0000075,-0.0000075,0,0.3,0.11,-0.11,0,0,1,0,6150,110,-110,0,0,1.13,0.13,-0.02,0,0,1.61,0.05,-0.05,0,0,11/19/14,29.875,10.488,-10.488,0,8.059,0.269,-0.269,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...573A.124B target=ref>Bruno et al. 2015</a>
2294,Kepler-35,b,Transit,1,131.458,0.077,-0.105,0,0.41,0.07,-0.069,0,1,1,0,5606,150,-150,0,0,0.89,0.01,-0.01,0,0,1.03,0,0,0,0,5/14/14,40.363,6.356,-6.356,0,8.16,0.157,-0.157,0,<a href=http://adsabs.harvard.edu/abs/2012Natur.481..475W target=ref> Welsh et al. 2012 </a>
2619,Kepler-539,b,Transit,2,125.63243,0.00071,-0.00071,0,2.9,0.88,-0.88,0,0,1,0,5820,80,-80,0,0,1.05,0.04,-0.04,0,0,0.95,0.02,-0.02,0,0,5/10/16,308.2951,92.1707,-92.1707,0,8.373,0.191,-0.191,0,<a href=http://adsabs.harvard.edu/abs/2015arXiv150404625M target=ref>Mancini et al. 2015</a>
1697,Kepler-16,b,Transit,1,228.776,0.02,-0.037,0,0.964,0.047,-0.046,0,1,1,0,4450,150,-150,0,0,0.69,0,0,0,0,0.65,0,0,0,0,5/14/14,105.833,5.085,-5.085,0,8.449,0.029,-0.029,0,<a href=http://adsabs.harvard.edu/abs/2011Sci...333.1602D target=ref> Doyle et al. 2011 </a>
2269,Kepler-34,b,Transit,1,288.822,0.063,-0.081,0,0.613,0.045,-0.041,0,1,1,0,5913,130,-130,0,0,1.05,0,0,0,0,1.16,0,0,0,0,5/14/14,69.92,3.496,-3.178,0,8.564,0.135,-0.157,0,<a href=http://adsabs.harvard.edu/abs/2012Natur.481..475W target=ref> Welsh et al. 2012 </a>
2157,Kepler-30,d,Transit,3,143.34394,0.00858,-0.00858,0,0.19,0.02,-0.02,0,1,1,0,5498,54,-54,0,0,0.99,0.08,-0.08,0,0,0.95,0.12,-0.12,0,0,5/14/14,23.1,2.7,-2.7,0,8.8,0.5,-0.5,0,<a href=http://adsabs.harvard.edu/abs/2012Natur.487..449S target=ref> Sanchis-Ojeda et al. 2012 </a>
2579,Kepler-51,c,Transit,3,85.312,0.003,-0.002,0,0.03,0.02,-0.03,0,1,1,0,6018,107,-107,0,0,1.04,0.12,-0.12,0,0,0.94,0.5,-0.5,0,0,5/14/14,4,0.4,-0.4,0,9,2.8,-1.7,0,<a href=http://adsabs.harvard.edu/abs/2014ApJ...783...53M target=ref> Masuda 2014 </a>
3084,Kepler-9,c,Transit,3,38.91,,,0,0.383,0.098,-0.098,0,1,1,0,5777,61,-61,0,0,1.07,0.05,-0.05,0,0,1.02,0.05,-0.05,0,0,5/14/14,54.347,4.132,-4.132,0,9.225,0.751,-0.751,0,<a href=http://adsabs.harvard.edu/abs/2010Sci...330...51H target=ref> Holman et al. 2010 </a>
3083,Kepler-9,b,Transit,3,19.24,,,0,0.524,0.132,-0.132,0,1,1,0,5777,61,-61,0,0,1.07,0.05,-0.05,0,0,1.02,0.05,-0.05,0,0,5/14/14,80.09,4.132,-4.132,0,9.438,0.773,-0.773,0,<a href=http://adsabs.harvard.edu/abs/2010Sci...330...51H target=ref> Holman et al. 2010 </a>
2580,Kepler-51,d,Transit,3,130.194,0.005,-0.002,,0.046,0.009,-0.009,0,1,1,0,6018,107,-107,0,0,1.04,0.12,-0.12,0,0,0.94,0.5,-0.5,0,0,5/14/14,7.6,1.1,-1.1,0,9.7,0.5,-0.5,0,<a href=http://adsabs.harvard.edu/abs/2014ApJ...783...53M target=ref> Masuda 2014 </a>
2652,Kepler-56,c,Transit,3,21.40239,0.00059,-0.00062,0,1.06,0.14,-0.13,0,1,1,0,4840,97,-97,0,0,1.32,0.13,-0.13,0,0,4.23,0.15,-0.15,0,0,5/14/14,181,21,-19,0,9.8,0.46,-0.46,0,<a href=http://adsabs.harvard.edu/abs/2013Sci...342..331H target=ref> Huber et al. 2013 </a>
2461,Kepler-424,b,Transit,2,3.3118644,0.00000039,-0.00000039,0,1.94,0.25,-0.25,0,0,1,0,5460,81,-81,0,0,1.01,0.05,-0.05,0,0,0.94,0.06,-0.06,0,0,10/3/14,327.35,41.32,-41.32,0,9.98,0.9,-0.67,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...795..151E target=ref>Endl et al. 2014</a>
2457,Kepler-420,b,Transit,1,86.647661,0.000034,-0.000034,0,2.1,1.2,-1.2,0,0,1,0,5520,80,-80,0,0,0.99,0.05,-0.05,0,0,1.13,0.14,-0.14,0,0,6/25/14,460.83,111.24,-111.24,0,10.54,1.35,-1.35,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...571A..37S target=ref>Santerne et al. 2014</a>
1565,Kepler-15,b,Transit,1,4.942782,0.0000013,-0.0000013,0,0.93,0.18,-0.22,0,0,1,0,5515,122,-130,0,0,1.02,0.04,-0.05,0,0,0.99,0.06,-0.07,0,0,5/14/14,209.76,25.43,-28.6,0,10.76,0.67,-0.78,0,<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...13E target=ref> Endl et al. 2011 </a>
2502,Kepler-45,b,Transit,1,2.455239,0.000004,-0.000004,0,0.8,0.5,-0.5,0,0,1,0,3820,90,-90,0,0,0.59,0.06,-0.06,0,0,0.55,0.11,-0.11,0,0,5/14/14,160.497,28.604,-28.604,0,10.76,1.23,-1.23,0,<a href=http://adsabs.harvard.edu/abs/2012AJ....143..111J target=ref> Johnson et al. 2012 </a>
2875,Kepler-74,b,Transit,1,7.340711,0.000006,-0.000006,0,0.88,0.18,-0.18,0,0,1,0,6000,100,-100,0,0,1.18,0.04,-0.04,0,0,1.12,0.04,-0.04,0,0,1/29/15,200.22,38.14,-38.14,0,10.76,0.22,-0.22,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...575A..85B target=ref>Bonomo et al. 2015</a>
2915,Kepler-77,b,Transit,1,3.57878087,0.00000023,-0.00000023,0,0.603,0.055,-0.055,0,0,1,0,5520,60,-60,0,0,0.95,0.04,-0.04,0,0,0.99,0.02,-0.02,0,0,5/14/14,136.661,10.17,-10.17,0,10.761,0.179,-0.179,0,<a href=http://adsabs.harvard.edu/abs/2013A%26A...557A..74G target=ref> Gandolfi et al. 2013 </a>
2452,Kepler-419,b,Transit,2,69.7546,0.0007,-0.0009,0,,,,,1,1,0,6430,79,-79,0,0,1.39,0.08,-0.07,0,0,1.74,0.07,-0.07,0,0,6/25/14,794.5,95.3,-95.3,0,10.8,1.4,-1.3,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...791...89D target=ref> Dawson et al. 2014</a>
2463,Kepler-425,b,Transit,1,3.79701816,0.00000019,-0.00000019,0,0.27,0.07,-0.07,0,0,1,0,5170,70,-70,0,0,0.93,0.05,-0.05,0,0,0.86,0.02,-0.02,0,0,10/3/14,79.45,25.43,-25.43,0,10.962,0.247,-0.247,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...572A..93H target=ref>H&eacute;brard et al. 2014</a>
2121,Kepler-289,c,Transit,3,125.8518,0.0076,-0.0076,0,0.47,0.06,-0.06,0,1,1,0,5990,38,-38,0,0,1.08,0.02,-0.02,0,0,1,0.02,-0.02,0,0,11/19/14,132,17,-17,0,11.59,0.19,-0.19,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...795..167S target=ref>Schmitt et al. 2014</a>
2886,Kepler-75,b,Transit,1,8.8849116,0.0000034,-0.0000034,0,11,0.8,-0.9,0,0,1,0,5200,100,-100,0,0,0.91,0.04,-0.04,0,0,0.89,0.02,-0.02,0,0,1/29/15,3209.9,127.1,-127.1,0,11.77,0.34,-0.34,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...575A..85B target=ref>Bonomo et al. 2015</a>
1758,Kepler-1647,b,Transit,1,1107.5923,0.0227,-0.0227,0,,,,,0,1,0,6210,100,-100,0,0,1.22,0.01,-0.01,0,0,1.79,0.01,-0.01,0,0,5/19/16,483,206,-206,0,11.874,0.138,-0.138,0,<a href=http://adsabs.harvard.edu/abs/2015arXiv151200189K target=ref>Kostov et al. 2016</a>
2466,Kepler-428,b,Transit,1,3.52563254,0.00000015,-0.00000015,0,1.02,0.15,-0.15,0,0,1,0,5150,100,-100,0,0,0.87,0.05,-0.05,0,0,0.8,0.02,-0.02,0,0,10/3/14,403.63,60.39,-60.39,0,12.11,0.34,-0.34,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...572A..93H target=ref>H&eacute;brard et al. 2014</a>
2464,Kepler-426,b,Transit,1,3.21751883,0.00000019,-0.00000019,0,0.26,0.06,-0.06,0,0,1,0,5725,90,-90,0,0,0.91,0.06,-0.06,0,0,0.92,0.02,-0.02,0,0,10/3/14,108.06,25.43,-25.43,0,12.22,0.34,-0.34,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...572A..93H target=ref>H&eacute;brard et al. 2014</a>
2483,Kepler-44,b,Transit,1,3.2467293,0.000003,-0.000003,0,0.93,0.19,-0.17,0,0,1,0,5800,100,-100,0,0,1.12,0.08,-0.08,0,0,1.35,0.08,-0.08,0,0,1/29/15,317.82,31.78,-31.78,0,12.22,0.78,-0.78,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...575A..85B target=ref>Bonomo et al. 2015</a>
2156,Kepler-30,c,Transit,3,60.323105,0.000244,-0.000244,0,1.88,0.17,-0.17,0,1,1,0,5498,54,-54,0,0,0.99,0.08,-0.08,0,0,0.95,0.12,-0.12,0,0,5/14/14,640,50,-50,0,12.3,0.4,-0.4,0,<a href=http://adsabs.harvard.edu/abs/2012Natur.487..449S target=ref> Sanchis-Ojeda et al. 2012 </a>
1139,Kepler-117,c,Transit,2,50.790391,0.000014,-0.000014,0,1.74,0.18,-0.18,,0,1,0,6150,110,-110,0,0,1.13,0.13,-0.02,0,0,1.61,0.05,-0.05,0,0,11/19/14,584.78,57.21,-57.21,0,12.341,0.392,-0.392,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...573A.124B target=ref>Bruno et al. 2015</a>
2476,Kepler-434,b,Transit,1,12.8747099,0.000005,-0.000005,0,2.4,1.3,-1.3,0,0,1,0,5977,95,-95,0,0,1.2,0.09,-0.09,0,0,1.38,0.13,-0.13,0,0,1/14/15,908.96,111.24,-111.24,0,12.67,2.91,-2.02,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...575A..71A target=ref>Almenara et al. 2015</a>
1439,Kepler-14,b,Transit,1,6.790123,0.0000043,-0.0000043,0,7.1,1.1,-1.1,0,0,1,0,6395,60,-60,0,0,1.51,0.04,-0.04,0,0,2.05,0.11,-0.08,0,0,5/14/14,2669.66,111.24,-108.06,0,12.733,0.818,-0.605,0,<a href=http://adsabs.harvard.edu/abs/2011ApJS..197....3B target=ref> Buchhave et al. 2011 </a>
2473,Kepler-432,b,Transit,2,52.501129,0.000067,-0.000053,0,4.46,0.37,-0.29,0,0,1,0,4995,78,-78,0,0,1.32,0.1,-0.07,0,0,4.06,0.12,-0.08,0,0,4/30/15,1719.4603,101.7056,-57.2094,0,12.834,0.404,-0.437,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...803...49Q target=ref>Quinn et al. 2015</a>
2459,Kepler-422,b,Transit,1,7.8914483,0.0000005,-0.00000051,0,0.38,0.11,-0.11,0,0,1,0,5972,84,-84,0,0,1.15,0.06,-0.06,0,0,1.24,0.12,-0.12,0,0,10/3/14,136.66,41.32,-41.32,0,12.89,1.23,-1.23,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...795..151E target=ref>Endl et al. 2014</a>
2414,Kepler-40,b,Transit,1,6.87349,0.00064,-0.00064,0,1.68,0.53,-0.43,0,0,1,0,6510,100,-100,0,0,1.48,0.06,-0.06,0,0,2.13,0.06,-0.06,0,0,5/14/14,699.2,127.1,-127.1,0,13.11,0.45,-0.45,0,<a href=http://adsabs.harvard.edu/abs/2011arXiv1101.0196S target=ref> Santerne et al. 2011 </a>
2460,Kepler-423,b,Transit,1,2.6843285,0.00000007,-0.00000007,0,0.459,0.083,-0.083,0,0,1,0,5560,80,-80,0,0,0.85,0.04,-0.04,0,0,0.95,0.04,-0.04,0,0,1/22/15,189.101,25.743,-25.743,0,13.361,0.583,-0.583,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576A..11G target=ref>Gandolfi et al. 2015</a>
3050,Kepler-87,b,Transit,2,114.73635,0.00015,-0.00015,0,0.729,0.026,-0.026,0,1,1,0,5600,50,-50,0,0,1.1,0.05,-0.05,0,0,1.82,0.04,-0.04,0,0,5/14/14,324.2,8.8,-8.8,0,13.49,0.55,-0.55,0,<a href=http://adsabs.harvard.edu/abs/2014A%26A...561A.103O target=ref> Ofir et al. 2014 </a>
2467,Kepler-43,b,Transit,1,3.0240949,0.0000006,-0.0000006,0,5,7,-5,0,0,1,0,6041,143,-143,0,0,1.32,0.09,-0.09,0,0,1.42,0.07,-0.07,0,0,10/15/15,1026.5909,82.6358,-82.6358,0,13.664,0.729,-0.717,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804..150E target=ref>Esteves et al. 2015</a>
2465,Kepler-427,b,Transit,1,10.290994,0.0000011,-0.0000011,0,0.16,0.14,-0.14,0,0,1,0,5800,70,-70,0,0,0.96,0.06,-0.06,0,0,1.35,0.2,-0.2,0,0,10/3/14,92.17,28.6,-28.6,0,13.79,2.35,-2.35,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...572A..93H target=ref>H&eacute;brard et al. 2014</a>
2390,Kepler-39,b,Transit,1,21.08721,0.000037,-0.000037,0,13,3,-2.2,0,0,1,0,6350,100,-100,0,0,1.29,0.06,-0.07,0,0,1.4,0.1,-0.1,0,0,1/29/15,6388.1,413.2,-381.4,0,13.9,1.01,-1.12,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...575A..85B target=ref>Bonomo et al. 2015</a>
2437,Kepler-41,b,Transit,1,1.8555582,0.00000052,-0.00000052,0,0.33,0.04,-0.04,0,0,1,0,5750,100,-100,0,0,1.15,0.04,-0.04,0,0,1.29,0.02,-0.02,0,0,1/29/15,177.98,25.43,-25.43,0,14.46,0.22,-0.22,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...575A..85B target=ref>Bonomo et al. 2015</a>
2702,Kepler-6,b,Transit,1,3.2346996,0.0000004,-0.0000004,0,0.4,0.06,-0.04,0,0,1,0,5647,44,-44,0,0,1.21,0.04,-0.04,0,0,1.39,0.02,-0.03,0,0,10/15/15,212.31044,12.07754,-11.12405,0,14.617,0.202,-0.37,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804..150E target=ref>Esteves et al. 2015</a>
1778,Kepler-17,b,Transit,1,1.4857108,0.0000002,-0.0000002,0,1.35,0.08,-0.08,0,1,1,0,5781,85,-85,0,0,1.16,0.06,-0.06,0,0,1.05,0.03,-0.03,0,0,5/14/14,778.65,34.96,-34.96,0,14.68,0.22,-0.22,0,<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...14D target=ref> D&eacute;sert et al. 2011 </a>
2441,Kepler-412,b,Transit,1,1.7208604,0.0000003,-0.0000003,0,0.52,0.13,-0.04,0,1,1,0,5750,90,-90,0,0,1.17,0.09,-0.09,0,0,1.29,0.04,-0.04,0,0,10/15/15,299.07803,39.72875,-6.03877,0,15.031,0.493,-0.516,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804..150E target=ref>Esteves et al. 2015</a>
2902,Kepler-76,b,Orbital Brightness Modulation,1,1.5449298,0.0000004,-0.0000004,0,1.1,0.6,-0.4,0,0,1,0,6409,95,-95,0,0,1.2,0.2,-0.2,0,0,1.32,0.08,-0.08,0,0,10/15/15,638.8383,117.5971,-111.2405,0,15.244,1.345,-1.345,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804..150E target=ref>Esteves et al. 2015</a>
3097,Kepler-91,b,Transit,1,6.24658,0.00008,-0.00008,0,0.4,0.2,-0.1,0,0,1,0,4550,75,-75,0,0,1.31,0.1,-0.1,0,0,6.3,0.16,-0.16,0,0,10/15/15,257.4423,57.2094,-54.0311,0,15.323,0.773,-0.673,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804..150E target=ref>Esteves et al. 2015</a>
2953,Kepler-8,b,Transit,1,3.5224991,0.0000007,-0.0000007,0,0.27,0.11,-0.08,0,0,1,0,6213,150,-150,0,0,1.21,0.07,-0.06,0,0,1.49,0.05,-0.06,0,0,10/15/15,187.5197,41.3179,-38.1396,0,15.872,0.594,-0.695,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804..150E target=ref>Esteves et al. 2015</a>
2565,Kepler-5,b,Transit,1,3.5484657,0.0000007,-0.0000007,0,0.4,0.5,-0.5,0,0,1,0,6297,60,-60,0,0,1.37,0.04,-0.06,0,0,1.79,0.04,-0.06,0,0,10/15/15,670.93913,21.29461,-27.33338,0,15.984,0.404,-0.572,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804..150E target=ref>Esteves et al. 2015</a>
2475,Kepler-433,b,Transit,1,5.33408384,0.0000011,-0.0000011,0,1.13,0.32,-0.32,0,0,1,0,6360,140,-140,0,0,1.46,0.17,-0.17,0,0,2.26,0.25,-0.25,0,0,1/14/15,896.24,165.26,-165.26,0,16.25,1.79,-1.79,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...575A..71A target=ref>Almenara et al. 2015</a>
2831,Kepler-7,b,Transit,1,4.8854892,0.0000009,-0.0000009,0,0.14,0.02,-0.02,0,0,1,0,5933,44,-44,0,0,1.36,0.03,-0.03,0,0,1.97,0.01,-0.01,0,0,10/15/15,140.16303,13.66669,-13.34886,0,18.181,0.146,-0.146,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804..150E target=ref>Esteves et al. 2015</a>
